source,destination,relationshipType,distance 
with,work,object_verb,2.400
with,we,is_X,8.020
with,this,is_X,3.400
with,come,verb_phrase,3.810
with,against,and_or,9.390
with,on,and_or,3.520
with,color,possessor_of_x,8.880
with,us,modified_noun,7.320
with,them,modified_noun,7.280
with,him,modified_noun,7.240
with,me,modified_noun,7.180
with,that,modified_noun,6.400
bug,tiny,adjective_predicates,6.420
bug,brown,adjective_predicates,6.010
bug,bed,modifiers,10.300
bug,fix,modifiers,8.920
bug,fix,object_verb,10.550
bug,catch,object_verb,7.100
bug,find,object_verb,5.700
bug,insect,is_X,7.450
bug,insect,X_is,10.320
bug,fix,X_is,7.370
bug,beetle,and_or,8.190
bug,insect,and_or,7.670
bug,worm,and_or,7.540
bug,spider,and_or,7.450
bug,fix,and_or,7.200
bug,game,possessor_of_x,3.590
bug,apple,possessor_of_x,2.260
bug,fix,subject_verb,9.690
bug,bite,subject_verb,9.660
bug,crawl,subject_verb,7.340
bug,eat,subject_verb,5.270
bug,feed,subject_verb,5.260
bug,fix,modified_noun,11.830
bug,bite,modified_noun,8.380
he,cute,adjective_predicates,5.910
he,because,modifiers,7.070
he,that,modifiers,6.980
he,think,object_verb,3.880
he,pretend,object_verb,3.750
he,there,X_is,9.320
he,all,X_is,7.920
he,that,X_is,7.750
he,us,X_is,7.310
he,find,verb_phrase,1.580
he,she,and_or,7.290
he,him,and_or,5.910
he,get,subject_verb,4.020
he,skip,subject_verb,3.860
he,did,modified_noun,7.810
he,was,modified_noun,7.780
he,does,modified_noun,7.050
count,low,adjective_predicates,6.780
count,high,adjective_predicates,5.520
count,bird,modifiers,7.560
count,body,modifiers,7.180
count,lose,object_verb,6.300
count,face,object_verb,5.230
count,do,object_verb,4.620
count,low,X_is,6.970
count,marker,X_is,6.840
count,kick,verb_phrase,1.870
count,train,possessor_of_x,5.830
count,drop,subject_verb,5.750
count,climb,subject_verb,4.550
count,fall,subject_verb,4.390
count,too,modified_noun,6.800
count,me,modified_noun,6.370
pull,strong,adjective_predicates,4.380
pull,light,adjective_predicates,3.740
pull,clean,adjective_predicates,1.510
pull,hard,adjective_predicates,1.270
pull,much,adjective_predicates,1.100
pull,zipper,modifiers,8.520
pull,tractor,modifiers,8.030
pull,drawer,modifiers,7.940
pull,this,is_X,4.100
pull,exercise,X_is,5.140
pull,take,verb_phrase,2.570
pull,push,and_or,10.100
pull,kick,and_or,5.620
pull,moon,possessor_of_x,8.060
pull,sun,possessor_of_x,6.190
pull,earth,possessor_of_x,5.720
pull,star,possessor_of_x,5.640
pull,out,subject_verb,5.700
pull,up,modified_noun,6.930
pull,rope,modified_noun,5.230
dog,sick,adjective_predicates,7.230
dog,cute,adjective_predicates,6.980
dog,tired,adjective_predicates,6.940
dog,happy,adjective_predicates,6.710
dog,hot,modifiers,9.090
dog,pet,modifiers,7.830
dog,cat,modifiers,7.350
dog,walk,object_verb,9.060
dog,train,object_verb,8.400
dog,feed,object_verb,6.980
dog,love,object_verb,6.610
dog,pet,object_verb,6.580
dog,animal,is_X,8.090
dog,pet,is_X,7.870
dog,animal,X_is,9.650
dog,pet,X_is,9.230
dog,puppy,X_is,8.190
dog,cat,and_or,12.120
dog,puppy,and_or,8.820
dog,horse,and_or,8.620
dog,hamburger,and_or,8.010
dog,pig,and_or,7.450
dog,animal,and_or,7.200
dog,wolf,and_or,7.200
dog,friend,possessor_of_x,6.930
dog,eat,subject_verb,7.990
dog,bite,subject_verb,7.980
dog,lick,subject_verb,7.120
dog,chase,subject_verb,7.050
dog,walk,subject_verb,6.900
dog,love,subject_verb,6.600
dog,cat,modified_noun,8.750
dog,walker,modified_noun,7.790
dog,bite,modified_noun,7.610
dog,food,modified_noun,7.560
wish,birthday,modifiers,8.300
wish,warm,modifiers,6.900
wish,you,modifiers,6.710
wish,good,modifiers,6.680
wish,dream,is_X,9.380
wish,horse,X_is,10.020
wish,father,X_is,6.800
wish,fish,X_is,5.840
wish,shop,X_is,5.480
wish,dream,X_is,4.870
wish,dream,and_or,7.640
wish,father,possessor_of_x,7.290
wish,family,possessor_of_x,6.930
wish,patient,possessor_of_x,6.810
wish,mother,possessor_of_x,6.780
wish,come,subject_verb,4.870
wish,drive,subject_verb,3.010
inside,pink,adjective_predicates,5.990
inside,soft,adjective_predicates,5.640
inside,dark,adjective_predicates,5.170
inside,white,adjective_predicates,5.060
inside,look,modifiers,7.120
inside,alive,modifiers,6.240
inside,deep,modifiers,6.190
inside,warm,modifiers,5.760
inside,coat,object_verb,7.280
inside,line,object_verb,7.030
inside,bite,object_verb,6.280
inside,clean,object_verb,5.980
inside,paint,object_verb,5.860
inside,warm,object_verb,5.710
inside,outside,is_X,8.300
inside,car,is_X,4.580
inside,house,is_X,3.900
inside,rest,is_X,3.740
inside,people,is_X,2.340
inside,work,is_X,1.540
inside,necklace,X_is,7.400
inside,outside,X_is,7.180
inside,bottle,X_is,7.130
inside,box,X_is,7.090
inside,bounce,verb_phrase,5.860
inside,show,verb_phrase,3.180
inside,outside,and_or,11.060
inside,out,and_or,7.490
inside,bottom,and_or,4.830
inside,tongue,and_or,4.690
inside,pillow,possessor_of_x,9.930
inside,cow,possessor_of_x,4.360
inside,home,possessor_of_x,4.090
inside,car,possessor_of_x,3.350
inside,dog,possessor_of_x,2.780
inside,body,possessor_of_x,2.420
inside,woman,subject_verb,6.270
inside,twist,subject_verb,4.890
inside,scoop,subject_verb,4.740
inside,out,modified_noun,9.200
inside,scoop,modified_noun,7.780
bucket,full,adjective_predicates,6.600
bucket,empty,adjective_predicates,5.820
bucket,clean,adjective_predicates,5.660
bucket,heavy,adjective_predicates,3.860
bucket,dry,adjective_predicates,2.560
bucket,quick,adjective_predicates,2.520
bucket,outside,adjective_predicates,2.330
bucket,mop,modifiers,7.450
bucket,paint,modifiers,6.600
bucket,kick,object_verb,7.800
bucket,empty,object_verb,7.560
bucket,dump,object_verb,7.230
bucket,pour,object_verb,6.740
bucket,mop,object_verb,6.190
bucket,cry,object_verb,5.970
bucket,full,is_X,12.930
bucket,shower,is_X,8.870
bucket,heart,is_X,4.420
bucket,home,is_X,2.620
bucket,boy,X_is,5.100
bucket,year,X_is,0.610
bucket,drop,verb_phrase,4.000
bucket,mop,and_or,9.020
bucket,shovel,and_or,8.800
bucket,hose,and_or,7.950
bucket,broom,and_or,7.760
bucket,truck,possessor_of_x,6.520
bucket,game,possessor_of_x,3.080
bucket,other,possessor_of_x,2.580
bucket,drum,subject_verb,6.660
bucket,shower,subject_verb,5.610
bucket,empty,subject_verb,4.930
bucket,bath,subject_verb,4.790
bucket,shower,modified_noun,7.130
bucket,hat,modified_noun,6.570
bucket,truck,modified_noun,6.230
bucket,shovel,modified_noun,5.810
up,down,adjective_predicates,7.810
up,angry,adjective_predicates,3.950
up,wake,modifiers,8.610
up,start,modifiers,8.420
up,pick,modifiers,8.280
up,shut,modifiers,7.920
up,push,modifiers,7.630
up,sit,object_verb,6.570
up,weather,object_verb,5.620
up,pick,object_verb,5.470
up,grow,object_verb,5.450
up,stand,object_verb,5.220
up,pull,object_verb,5.160
up,pop,object_verb,5.070
up,year,is_X,2.590
up,woman,is_X,2.440
up,people,is_X,1.420
up,no,X_is,8.350
up,hard,X_is,7.980
up,push,X_is,7.650
up,movie,X_is,6.000
up,exercise,X_is,5.810
up,hit,X_is,5.520
up,show,verb_phrase,2.420
up,down,and_or,13.030
up,out,and_or,7.420
up,away,and_or,6.770
up,off,and_or,6.040
up,left,and_or,5.340
up,go,and_or,5.340
up,time,possessor_of_x,10.710
up,bottom,possessor_of_x,7.950
up,head,possessor_of_x,7.390
up,ship,subject_verb,3.920
up,down,subject_verb,3.620
up,down,modified_noun,7.920
us,with,modifiers,7.320
us,about,modifiers,6.800
us,he,is_X,7.310
us,they,is_X,7.300
us,market,is_X,6.270
us,market,X_is,7.970
us,country,X_is,7.840
us,give,verb_phrase,3.030
us,gift,possessor_of_x,8.400
us,back,subject_verb,6.570
us,lead,subject_verb,5.410
us,lose,subject_verb,5.280
tiptoe,arm,and_or,0.440
tiptoe,outside,adjective_predicates,1.360
strawberry,yummy,adjective_predicates,6.160
strawberry,sweet,adjective_predicates,6.160
strawberry,tasty,adjective_predicates,5.530
strawberry,fresh,adjective_predicates,4.860
strawberry,red,adjective_predicates,4.470
strawberry,chocolate,modifiers,7.300
strawberry,dip,object_verb,7.730
strawberry,pick,object_verb,6.710
strawberry,climb,is_X,10.020
strawberry,banana,is_X,8.080
strawberry,fruit,is_X,6.760
strawberry,food,is_X,3.480
strawberry,fruit,X_is,8.460
strawberry,treat,X_is,6.090
strawberry,plant,X_is,5.450
strawberry,food,X_is,4.380
strawberry,cut,verb_phrase,7.160
strawberry,pick,verb_phrase,2.140
strawberry,banana,and_or,8.840
strawberry,grape,and_or,8.460
strawberry,pineapple,and_or,8.000
strawberry,kiwi,and_or,7.900
strawberry,season,possessor_of_x,4.570
strawberry,summer,possessor_of_x,3.260
strawberry,world,possessor_of_x,1.810
strawberry,flavor,subject_verb,7.370
strawberry,dip,subject_verb,6.330
strawberry,pick,subject_verb,5.200
strawberry,taste,subject_verb,5.040
strawberry,flower,subject_verb,4.310
strawberry,field,subject_verb,4.160
strawberry,banana,modified_noun,7.740
strawberry,kiwi,modified_noun,7.250
below,see,modifiers,7.860
below,above,modifiers,7.590
below,picture,object_verb,5.370
below,bounce,object_verb,3.860
below,listen,object_verb,2.060
below,see,object_verb,1.590
below,look,object_verb,1.230
below,which,is_X,11.310
below,above,and_or,12.620
below,all,and_or,5.890
below,be,subject_verb,0.330
below,above,modified_noun,5.540
TV,loud,adjective_predicates,5.860
TV,apple,modifiers,9.340
TV,watch,object_verb,9.600
TV,buy,object_verb,5.340
TV,television,is_X,7.400
TV,moon,is_X,5.710
TV,television,X_is,7.660
TV,box,X_is,6.900
TV,take,verb_phrase,4.610
TV,radio,and_or,10.470
TV,movie,and_or,9.060
TV,telephone,and_or,8.120
TV,computer,and_or,7.880
TV,dish,possessor_of_x,7.700
TV,show,subject_verb,7.030
TV,watch,subject_verb,6.440
TV,show,modified_noun,9.860
TV,radio,modified_noun,7.470
today,more,adjective_predicates,7.710
today,world,modifiers,7.870
today,people,modifiers,7.460
today,market,modifiers,7.180
today,alive,modifiers,6.730
today,day,modifiers,6.630
today,face,object_verb,8.220
today,start,object_verb,7.780
today,stand,object_verb,7.600
today,weather,is_X,7.790
today,world,is_X,7.430
today,yesterday,is_X,7.330
today,people,is_X,7.180
today,day,is_X,7.040
today,birthday,is_X,6.780
today,day,X_is,12.280
today,birthday,X_is,8.820
today,world,X_is,8.050
today,time,X_is,7.480
today,start,X_is,7.420
today,take,verb_phrase,4.610
today,yesterday,and_or,10.250
today,tomorrow,and_or,9.840
today,people,and_or,6.360
today,day,and_or,6.340
today,year,and_or,6.310
today,tomorrow,possessor_of_x,8.760
today,radio,possessor_of_x,6.460
today,face,subject_verb,5.870
today,tomorrow,modified_noun,7.560
today,show,modified_noun,6.850
cake,crunchy,adjective_predicates,8.540
cake,yummy,adjective_predicates,7.440
cake,tasty,adjective_predicates,7.230
cake,sweet,adjective_predicates,6.560
cake,golden,adjective_predicates,6.560
cake,birthday,modifiers,10.000
cake,chocolate,modifiers,9.910
cake,carrot,modifiers,8.420
cake,crab,modifiers,8.300
cake,rice,modifiers,7.830
cake,eat,object_verb,7.630
cake,ice,object_verb,6.900
cake,cut,object_verb,6.780
cake,top,object_verb,6.060
cake,cupcake,is_X,8.270
cake,treat,is_X,7.510
cake,desert,is_X,6.960
cake,treat,X_is,7.720
cake,chocolate,X_is,7.290
cake,snack,X_is,7.230
cake,pour,verb_phrase,9.090
cake,cookie,and_or,9.690
cake,pie,and_or,9.290
cake,coffee,and_or,9.200
cake,tea,and_or,9.110
cake,cupcake,and_or,8.810
cake,bread,and_or,8.700
cake,sandwich,and_or,8.160
cake,penguin,possessor_of_x,9.090
cake,bakery,possessor_of_x,7.190
cake,grandma,possessor_of_x,7.070
cake,pop,subject_verb,7.270
cake,cut,subject_verb,6.380
cake,taste,subject_verb,6.320
cake,top,subject_verb,5.980
cake,cool,subject_verb,5.960
cake,pan,subject_verb,5.670
cake,fly,subject_verb,4.900
cake,pan,modified_noun,8.610
cake,pop,modified_noun,8.030
cake,cookie,modified_noun,7.860
daddy,mad,adjective_predicates,6.190
daddy,asleep,adjective_predicates,5.100
daddy,tired,adjective_predicates,5.060
daddy,sad,adjective_predicates,4.680
daddy,mommy,modifiers,8.390
daddy,go,modifiers,8.070
daddy,bad,modifiers,6.570
daddy,big,modifiers,6.490
daddy,hug,object_verb,4.640
daddy,father,is_X,2.390
daddy,man,is_X,2.240
daddy,pretzel,X_is,8.910
daddy,bear,X_is,7.180
daddy,doctor,X_is,5.230
daddy,wake,verb_phrase,2.750
daddy,mommy,and_or,12.390
daddy,grandpa,and_or,6.650
daddy,baby,possessor_of_x,5.920
daddy,boy,possessor_of_x,2.820
daddy,girl,possessor_of_x,2.280
daddy,friend,possessor_of_x,1.980
daddy,family,possessor_of_x,0.370
daddy,father,possessor_of_x,0.180
daddy,leg,subject_verb,4.970
daddy,love,subject_verb,4.810
daddy,kiss,subject_verb,4.280
daddy,hug,subject_verb,4.160
daddy,buy,subject_verb,3.940
daddy,sleep,subject_verb,3.810
daddy,cool,modified_noun,7.310
say,wrong,adjective_predicates,0.870
say,they,modifiers,6.490
say,have,object_verb,4.880
say,hear,object_verb,3.480
say,did,object_verb,2.690
say,give,verb_phrase,0.710
say,hear,and_or,6.140
say,doctor,possessor_of_x,3.210
say,teacher,possessor_of_x,0.930
say,people,possessor_of_x,0.390
say,mother,possessor_of_x,0.200
say,ring,subject_verb,3.170
say,rest,subject_verb,2.740
say,buy,subject_verb,0.600
say,yes,modified_noun,8.320
say,so,modified_noun,6.630
thirteen,fourteen,and_or,8.180
thirteen,twelve,and_or,6.220
thirteen,eleven,and_or,5.740
thirteen,ocean,possessor_of_x,8.220
thirteen,ship,subject_verb,2.460
later,now,and_or,7.600
later,first,and_or,5.060
pencil,thin,adjective_predicates,6.270
pencil,sharp,adjective_predicates,6.050
pencil,soft,adjective_predicates,2.930
pencil,light,adjective_predicates,2.440
pencil,pen,modifiers,9.550
pencil,eyebrow,modifiers,8.600
pencil,crayon,modifiers,8.250
pencil,notebook,modifiers,7.670
pencil,color,object_verb,9.570
pencil,crayon,object_verb,5.120
pencil,tap,object_verb,5.120
pencil,chew,object_verb,4.810
pencil,grab,object_verb,4.730
pencil,twirl,object_verb,4.690
pencil,computer,is_X,5.030
pencil,gift,X_is,2.990
pencil,put,verb_phrase,5.160
pencil,throw,verb_phrase,4.070
pencil,pen,and_or,10.870
pencil,crayon,and_or,9.900
pencil,eraser,and_or,9.410
pencil,notebook,and_or,9.300
pencil,ink,and_or,9.220
pencil,paper,and_or,8.650
pencil,marker,and_or,8.650
pencil,ruler,and_or,8.000
pencil,carpenter,possessor_of_x,8.450
pencil,apple,possessor_of_x,1.800
pencil,skirt,subject_verb,7.570
pencil,neck,subject_verb,5.570
pencil,draw,subject_verb,5.350
pencil,tail,subject_verb,5.060
pencil,eraser,modified_noun,9.830
pencil,skirt,modified_noun,9.230
pencil,crayon,modified_noun,9.020
pencil,pen,modified_noun,8.180
pencil,ink,modified_noun,6.980
taste,sweet,adjective_predicates,8.900
taste,bitter,adjective_predicates,8.700
taste,salty,adjective_predicates,7.360
taste,sour,adjective_predicates,7.340
taste,yummy,adjective_predicates,6.790
taste,bitter,modifiers,8.940
taste,sour,modifiers,8.110
taste,sweet,modifiers,8.100
taste,smell,modifiers,7.740
taste,bad,modifiers,7.090
taste,salty,modifiers,7.000
taste,get,object_verb,6.400
taste,like,object_verb,6.140
taste,fit,object_verb,5.980
taste,smell,object_verb,5.920
taste,flavor,is_X,7.400
taste,chocolate,is_X,6.850
taste,tea,is_X,6.450
taste,coffee,is_X,6.310
taste,dish,is_X,6.280
taste,smell,X_is,7.770
taste,rock,X_is,5.460
taste,fruit,X_is,5.260
taste,water,verb_phrase,5.830
taste,smell,and_or,10.760
taste,touch,and_or,8.480
taste,flavor,and_or,8.190
taste,food,possessor_of_x,6.800
taste,like,subject_verb,5.770
taste,smell,modified_noun,8.210
taste,touch,modified_noun,5.900
steady,hold,object_verb,2.380
steady,stand,object_verb,0.150
steady,stay,object_verb,0.090
steady,slow,and_or,9.460
steady,grow,and_or,8.300
steady,go,and_or,6.900
steady,strong,and_or,6.250
steady,twinkle,and_or,5.730
steady,climb,subject_verb,3.440
steady,grow,modified_noun,6.940
steady,go,modified_noun,6.310
skate,shark,modifiers,6.800
skate,ice,modifiers,6.500
skate,ice,object_verb,9.760
skate,ski,object_verb,4.690
skate,shark,and_or,8.390
skate,ski,and_or,7.780
skate,sled,and_or,7.670
skate,ski,subject_verb,7.790
skate,twinkle,subject_verb,5.940
skate,park,subject_verb,5.040
skate,bowl,subject_verb,4.790
skate,cut,subject_verb,1.180
skate,fit,subject_verb,1.180
skate,touch,subject_verb,0.840
skate,park,modified_noun,6.600
skate,ski,modified_noun,6.120
circus,full,adjective_predicates,1.290
circus,alive,adjective_predicates,1.090
circus,great,adjective_predicates,0.010
circus,close,adjective_predicates,0.010
circus,them,object_verb,5.760
circus,fly,object_verb,4.150
circus,show,is_X,3.870
circus,house,is_X,3.110
circus,show,X_is,4.940
circus,world,X_is,3.720
circus,family,X_is,3.460
circus,fun,X_is,2.920
circus,make,verb_phrase,0.970
circus,zoo,and_or,8.540
circus,bread,and_or,7.710
circus,clown,and_or,6.840
circus,happy,possessor_of_x,8.110
circus,clown,subject_verb,5.440
circus,clown,modified_noun,8.020
circus,elephant,modified_noun,6.940
deer,fat,adjective_predicates,5.840
deer,tail,object_verb,8.140
deer,chase,object_verb,6.400
deer,animal,is_X,5.730
deer,food,is_X,3.340
deer,animal,X_is,7.780
deer,drop,verb_phrase,3.370
deer,moose,and_or,9.420
deer,bear,and_or,9.010
deer,rabbit,and_or,8.920
deer,squirrel,and_or,8.470
deer,fox,and_or,8.210
deer,sheep,and_or,7.920
deer,king,possessor_of_x,3.370
deer,park,possessor_of_x,3.160
deer,winter,subject_verb,6.900
deer,eat,subject_verb,6.320
deer,moose,modified_noun,7.230
pie,hot,adjective_predicates,6.530
pie,tasty,adjective_predicates,6.310
pie,round,adjective_predicates,5.470
pie,pumpkin,modifiers,9.970
pie,apple,modifiers,9.200
pie,potato,modifiers,8.190
pie,peel,modifiers,8.120
pie,mud,modifiers,7.970
pie,meat,modifiers,7.820
pie,eat,object_verb,6.340
pie,top,object_verb,5.100
pie,taste,object_verb,4.980
pie,throw,object_verb,4.930
pie,dish,is_X,6.130
pie,meal,is_X,5.570
pie,dinner,is_X,5.520
pie,food,is_X,4.340
pie,dish,X_is,8.190
pie,meal,X_is,6.640
pie,give,verb_phrase,2.570
pie,cake,and_or,9.290
pie,pudding,and_or,8.440
pie,cookie,and_or,8.300
pie,bread,and_or,7.290
pie,grandma,possessor_of_x,8.280
pie,mom,possessor_of_x,7.210
pie,eat,subject_verb,5.720
pie,taste,subject_verb,5.370
pie,cool,subject_verb,4.960
pie,pumpkin,modified_noun,8.060
pie,pan,modified_noun,7.660
pie,plate,modified_noun,6.660
deep,dig,modifiers,8.170
deep,too,modifiers,7.420
deep,dig,object_verb,4.990
deep,dive,object_verb,4.110
deep,stand,object_verb,2.280
deep,ocean,X_is,10.250
deep,love,X_is,8.190
deep,story,X_is,2.650
deep,line,verb_phrase,5.900
deep,web,subject_verb,9.830
deep,kiss,subject_verb,4.290
deep,clean,subject_verb,4.000
deep,sleep,subject_verb,1.670
deep,throw,subject_verb,1.190
deep,purple,modified_noun,9.380
deep,throat,modified_noun,8.540
deep,nine,modified_noun,8.500
deep,dive,modified_noun,7.900
deep,blue,modified_noun,7.830
drive,slow,adjective_predicates,5.730
drive,hard,modifiers,10.470
drive,minute,modifiers,8.030
drive,hour,modifiers,7.920
drive,food,modifiers,7.350
drive,map,object_verb,6.610
drive,wipe,object_verb,6.110
drive,beach,is_X,8.160
drive,park,is_X,7.150
drive,street,X_is,7.040
drive,hour,X_is,6.900
drive,take,verb_phrase,7.950
drive,hour,possessor_of_x,12.080
drive,minute,possessor_of_x,11.380
drive,computer,possessor_of_x,10.160
drive,day,possessor_of_x,7.860
drive,laptop,possessor_of_x,7.470
drive,train,modified_noun,7.300
drive,letter,modified_noun,6.900
drive,wheel,modified_noun,6.400
twist,put,object_verb,4.960
twist,dance,object_verb,4.250
twist,cookie,is_X,5.600
twist,story,is_X,4.480
twist,movie,is_X,4.090
twist,bike,X_is,10.400
twist,golf,X_is,8.650
twist,exercise,X_is,4.660
twist,game,X_is,2.330
twist,fun,X_is,1.700
twist,pull,verb_phrase,4.470
twist,show,verb_phrase,1.720
twist,shout,and_or,8.710
twist,stretch,and_or,6.190
twist,story,possessor_of_x,6.870
twist,movie,possessor_of_x,5.310
twist,nod,subject_verb,3.380
twist,round,subject_verb,3.140
twist,tie,subject_verb,3.100
twist,tie,modified_noun,5.610
sibling,old,modifiers,6.010
sibling,short,is_X,8.470
sibling,sister,is_X,6.010
sibling,brother,is_X,5.100
sibling,child,is_X,4.820
sibling,father,is_X,3.630
sibling,brother,X_is,7.500
sibling,sister,X_is,7.500
sibling,drop,verb_phrase,3.520
sibling,mother,and_or,7.550
sibling,aunt,and_or,6.570
sibling,mom,and_or,6.470
sibling,grandfather,possessor_of_x,5.360
sibling,grandmother,possessor_of_x,5.040
sibling,mom,possessor_of_x,4.850
sibling,aunt,modified_noun,6.820
October,last,adjective_predicates,5.360
October,first,adjective_predicates,3.510
October,full,adjective_predicates,3.110
October,more,adjective_predicates,2.880
October,early,modifiers,6.970
October,bear,object_verb,6.980
October,start,object_verb,6.380
October,month,X_is,10.790
October,season,X_is,8.160
October,time,X_is,7.010
October,farm,X_is,6.790
October,day,X_is,6.590
October,tonight,possessor_of_x,5.620
October,see,subject_verb,4.960
October,bring,subject_verb,3.890
tasty,fresh,and_or,8.130
tasty,quick,and_or,5.280
tasty,good,and_or,0.410
tasty,yogurt,modifiers,3.530
tasty,so,modifiers,3.120
tasty,fresh,modifiers,2.320
tasty,sweet,modifiers,1.490
tasty,yummy,modified_noun,7.310
at,all,adjective_predicates,8.020
at,great,adjective_predicates,0.010
at,look,modifiers,6.580
at,look,object_verb,6.570
at,laugh,object_verb,5.480
at,there,is_X,6.880
at,year,X_is,0.910
at,work,verb_phrase,10.890
at,be,and_or,6.090
at,year,possessor_of_x,0.390
at,all,modified_noun,8.770
at,last,modified_noun,7.390
candle,purple,adjective_predicates,7.470
candle,light,object_verb,11.350
candle,blow,object_verb,6.150
candle,dip,object_verb,5.970
candle,smell,object_verb,5.440
candle,float,object_verb,5.120
candle,light,is_X,5.850
candle,table,is_X,5.590
candle,star,is_X,5.110
candle,night,is_X,3.560
candle,man,is_X,3.160
candle,light,X_is,6.600
candle,touch,X_is,6.520
candle,like,verb_phrase,10.340
candle,lamp,and_or,8.950
candle,soap,and_or,8.370
candle,flower,and_or,8.010
candle,birthday,possessor_of_x,11.080
candle,bee,possessor_of_x,6.110
candle,yesterday,possessor_of_x,5.830
candle,light,subject_verb,9.770
candle,smell,subject_verb,5.730
candle,stick,subject_verb,5.590
candle,dip,subject_verb,5.350
yuck,yawn,and_or,8.150
yuck,yum,and_or,7.400
yuck,rest,and_or,0.040
yuck,kiss,modifiers,3.240
yuck,yum,modified_noun,5.880
yuck,paint,modified_noun,1.380
ship,full,adjective_predicates,5.650
ship,steady,adjective_predicates,5.640
ship,tall,modifiers,7.250
ship,sink,object_verb,9.470
ship,jump,object_verb,8.840
ship,right,object_verb,7.270
ship,princess,is_X,7.990
ship,dark,is_X,7.720
ship,foot,X_is,6.670
ship,take,verb_phrase,6.240
ship,plane,and_or,8.710
ship,boat,and_or,8.650
ship,airplane,and_or,7.730
ship,train,and_or,7.630
ship,line,possessor_of_x,8.900
ship,cook,possessor_of_x,7.650
ship,sink,subject_verb,8.090
ship,carry,subject_verb,7.530
ship,fly,subject_verb,6.270
ship,head,subject_verb,5.920
ship,captain,modified_noun,7.560
ship,yard,modified_noun,6.600
horse,tired,adjective_predicates,6.350
horse,gentle,adjective_predicates,6.170
horse,dark,modifiers,8.080
horse,ride,object_verb,9.940
horse,rock,object_verb,7.380
horse,draw,object_verb,6.740
horse,wing,object_verb,6.520
horse,beat,object_verb,6.250
horse,gallop,object_verb,6.230
horse,wish,is_X,10.020
horse,camel,is_X,9.800
horse,treat,is_X,8.780
horse,animal,X_is,9.280
horse,thunder,X_is,6.960
horse,get,verb_phrase,12.810
horse,pony,and_or,9.110
horse,cow,and_or,9.090
horse,donkey,and_or,8.880
horse,dog,and_or,8.620
horse,sheep,and_or,8.500
horse,ride,subject_verb,9.250
horse,race,subject_verb,8.750
horse,pull,subject_verb,7.350
horse,gallop,subject_verb,7.180
horse,draw,subject_verb,6.190
horse,race,modified_noun,7.470
horse,meat,modified_noun,7.050
rainbow,bright,adjective_predicates,4.040
rainbow,beautiful,adjective_predicates,2.640
rainbow,present,adjective_predicates,0.550
rainbow,broken,modifiers,6.490
rainbow,moth,modifiers,5.940
rainbow,color,object_verb,7.140
rainbow,chase,object_verb,6.430
rainbow,taste,object_verb,4.850
rainbow,color,is_X,4.930
rainbow,show,is_X,2.880
rainbow,world,is_X,2.660
rainbow,circle,X_is,6.490
rainbow,color,X_is,4.140
rainbow,slide,verb_phrase,6.120
rainbow,lollipop,and_or,7.240
rainbow,color,subject_verb,6.340
rainbow,flag,modified_noun,7.680
rainbow,bridge,modified_noun,7.230
rainy,hot,and_or,4.940
rainy,cold,and_or,2.370
rainy,bell,and_or,1.320
lemon,sour,adjective_predicates,8.770
lemon,yellow,adjective_predicates,6.710
lemon,sweet,adjective_predicates,3.840
lemon,soft,adjective_predicates,2.960
lemon,orange,modifiers,6.630
lemon,squeeze,modifiers,6.490
lemon,squeeze,object_verb,8.250
lemon,peel,object_verb,5.800
lemon,suck,object_verb,4.720
lemon,car,is_X,5.860
lemon,fruit,X_is,7.330
lemon,food,X_is,3.950
lemon,cut,verb_phrase,6.190
lemon,pick,verb_phrase,0.060
lemon,orange,and_or,9.550
lemon,flavor,subject_verb,7.680
lemon,squeeze,subject_verb,5.140
lemon,juice,modified_noun,7.920
lemon,orange,modified_noun,7.040
no,long,adjective_predicates,3.270
no,more,adjective_predicates,0.900
no,table,object_verb,3.170
no,up,is_X,8.350
no,yes,and_or,10.780
no,left,modified_noun,9.360
no,more,modified_noun,6.550
May,lead,adjective_predicates,5.530
May,last,adjective_predicates,5.370
May,hot,adjective_predicates,3.400
May,first,adjective_predicates,3.290
May,early,modifiers,6.910
May,bear,object_verb,7.380
May,sit,object_verb,6.600
May,birthday,is_X,7.890
May,day,is_X,7.310
May,month,X_is,10.430
May,season,X_is,7.540
May,bike,X_is,7.120
May,day,X_is,6.730
May,time,X_is,6.550
May,camping,possessor_of_x,6.950
May,see,subject_verb,4.550
May,plant,subject_verb,4.030
May,finish,subject_verb,3.910
May,cry,modified_noun,7.070
when,where,and_or,11.580
when,who,and_or,9.710
when,what,and_or,9.540
when,how,and_or,8.650
when,why,and_or,8.420
when,if,and_or,8.150
when,what,modifiers,7.990
when,why,modifiers,7.570
when,how,modifiers,6.570
when,where,modifiers,5.310
when,who,modified_noun,7.150
when,where,modified_noun,6.460
when,why,modified_noun,5.100
when,how,modified_noun,4.150
field,empty,adjective_predicates,9.180
field,full,adjective_predicates,6.500
field,football,modifiers,7.740
field,soccer,modifiers,7.420
field,rice,modifiers,7.230
field,play,object_verb,8.870
field,grow,object_verb,6.860
field,cover,object_verb,6.540
field,medicine,is_X,7.900
field,yard,X_is,6.740
field,the,X_is,6.710
field,world,X_is,6.580
field,playground,and_or,6.930
field,garden,and_or,6.660
field,earth,possessor_of_x,10.140
