source,destination,relationshipType,distance 
bird,nest,modified_noun,7.720
bird,count,modified_noun,7.560
exercise,stretch,object_verb,7.740
exercise,do,object_verb,6.120
exercise,listen,object_verb,6.050
exercise,bridge,is_X,7.600
exercise,raise,is_X,7.310
exercise,medicine,X_is,9.500
exercise,fun,X_is,6.140
exercise,sport,and_or,7.810
exercise,sleep,and_or,7.000
exercise,wing,possessor_of_x,6.630
exercise,hour,possessor_of_x,6.000
exercise,help,subject_verb,5.880
exercise,carry,subject_verb,4.780
exercise,bike,modified_noun,7.790
exercise,ball,modified_noun,6.880
body,fat,adjective_predicates,8.320
body,warm,adjective_predicates,7.150
body,strong,adjective_predicates,6.960
body,water,modifiers,7.420
body,grow,object_verb,7.450
body,cover,object_verb,6.690
body,find,object_verb,6.580
body,water,X_is,7.120
body,gift,X_is,6.870
body,brown,X_is,6.850
body,like,verb_phrase,11.020
body,face,and_or,8.520
body,head,and_or,7.600
body,patient,possessor_of_x,9.230
body,woman,possessor_of_x,8.500
body,person,possessor_of_x,8.320
body,baby,possessor_of_x,7.880
body,man,possessor_of_x,7.830
body,girl,possessor_of_x,7.770
body,mother,possessor_of_x,7.630
body,boy,possessor_of_x,7.560
body,shake,subject_verb,6.680
body,fat,modified_noun,8.890
football,mad,adjective_predicates,7.550
football,game,adjective_predicates,6.760
football,back,adjective_predicates,5.920
football,flag,modifiers,8.550
football,night,modifiers,7.420
football,basketball,modifiers,7.350
football,play,object_verb,8.590
football,kick,object_verb,7.160
football,watch,object_verb,7.050
football,throw,object_verb,6.050
football,love,object_verb,5.530
football,talk,object_verb,5.360
football,them,object_verb,5.010
football,sport,is_X,9.330
football,soccer,is_X,7.230
football,game,is_X,5.230
football,sport,X_is,10.630
football,game,X_is,8.710
football,king,X_is,7.200
football,kick,verb_phrase,2.660
football,show,verb_phrase,2.040
football,basketball,and_or,11.010
football,baseball,and_or,10.240
football,soccer,and_or,9.780
football,cricket,and_or,9.670
football,volleyball,and_or,9.150
football,tennis,and_or,9.050
football,golf,and_or,7.810
football,woman,possessor_of_x,6.190
football,girl,possessor_of_x,5.690
football,boy,possessor_of_x,5.670
football,star,subject_verb,5.310
football,kick,subject_verb,4.900
football,game,modified_noun,8.520
football,basketball,modified_noun,7.920
full,spoon,modifiers,6.330
full,them,modifiers,6.000
full,window,object_verb,2.320
full,blow,object_verb,1.180
full,read,object_verb,1.070
full,watch,object_verb,0.860
full,grab,object_verb,0.280
full,glass,is_X,6.230
full,moon,is_X,5.750
full,earth,is_X,4.580
full,bucket,X_is,12.930
full,empty,and_or,9.100
full,queen,and_or,6.730
full,body,subject_verb,8.880
full,pull,subject_verb,3.320
full,moon,modified_noun,8.870
full,movie,modified_noun,6.700
full,bench,modified_noun,6.670
full,circle,modified_noun,6.570
not,do,modifiers,11.200
not,does,modifiers,10.000
not,did,modifiers,8.380
not,but,modifiers,7.070
not,was,modifiers,6.840
not,do,modifiers,6.620
not,could,modifiers,6.410
not,do,object_verb,7.460
not,be,object_verb,4.500
not,did,object_verb,4.240
not,race,is_X,7.590
not,this,is_X,6.820
not,party,X_is,3.520
not,friend,X_is,3.350
not,person,X_is,3.230
not,and,and_or,6.110
not,he,possessor_of_x,9.540
not,copy,subject_verb,5.780
not,buy,subject_verb,5.590
not,mean,subject_verb,5.550
not,be,modified_noun,7.030
not,have,modified_noun,6.840
leg,tired,adjective_predicates,7.780
leg,short,adjective_predicates,7.380
leg,left,modifiers,8.860
leg,arm,modifiers,8.000
leg,pant,modifiers,7.850
leg,right,modifiers,7.670
leg,front,modifiers,7.530
leg,back,modifiers,7.400
leg,tired,modifiers,6.850
leg,stretch,object_verb,9.230
leg,break,object_verb,8.450
leg,lift,object_verb,7.890
leg,swing,object_verb,7.810
leg,kick,object_verb,7.380
leg,pull,object_verb,7.070
leg,race,is_X,4.800
leg,boy,is_X,4.740
leg,body,is_X,4.140
leg,jelly,X_is,8.340
leg,orange,X_is,7.830
leg,brown,X_is,7.170
leg,yellow,X_is,7.160
leg,pink,X_is,6.880
leg,take,verb_phrase,3.660
leg,arm,and_or,11.610
leg,foot,and_or,9.910
leg,hip,and_or,8.660
leg,back,and_or,8.420
leg,ankle,and_or,8.060
leg,hand,and_or,7.910
leg,tail,and_or,7.830
leg,knee,and_or,7.740
leg,frog,possessor_of_x,9.010
leg,horse,possessor_of_x,8.590
leg,bird,possessor_of_x,7.580
leg,spider,possessor_of_x,7.300
leg,dog,possessor_of_x,7.250
leg,baby,possessor_of_x,6.980
leg,elephant,possessor_of_x,6.960
leg,a,possessor_of_x,6.780
leg,shake,subject_verb,7.190
leg,hurt,subject_verb,6.840
leg,kick,subject_verb,6.340
leg,stick,subject_verb,6.250
leg,muscle,modified_noun,8.490
leg,bone,modified_noun,7.810
leg,kick,modified_noun,7.370
kangaroo,small,adjective_predicates,0.130
kangaroo,sour,modifiers,7.120
kangaroo,hop,object_verb,6.300
kangaroo,pet,object_verb,5.590
kangaroo,box,object_verb,4.380
kangaroo,pat,object_verb,4.210
kangaroo,bounce,object_verb,4.030
kangaroo,middle,is_X,9.580
kangaroo,animal,is_X,4.490
kangaroo,meat,X_is,6.830
kangaroo,animal,X_is,6.400
kangaroo,book,X_is,2.330
kangaroo,joey,and_or,7.270
kangaroo,hop,subject_verb,7.450
kangaroo,box,subject_verb,4.440
kangaroo,bounce,subject_verb,3.830
kangaroo,rat,modified_noun,8.320
kangaroo,joey,modified_noun,6.470
kangaroo,meat,modified_noun,5.970
punch,fast,adjective_predicates,2.910
punch,early,adjective_predicates,2.700
punch,strong,adjective_predicates,2.660
punch,hard,adjective_predicates,2.630
punch,right,adjective_predicates,1.590
punch,finger,modifiers,7.370
punch,fruit,modifiers,6.800
punch,kick,modifiers,6.780
punch,pull,object_verb,8.450
punch,throw,object_verb,8.250
punch,swing,object_verb,5.470
punch,duck,object_verb,5.430
punch,song,is_X,3.840
punch,drink,X_is,7.010
punch,right,X_is,2.720
punch,take,verb_phrase,2.340
punch,kick,and_or,11.420
punch,cookie,and_or,6.910
punch,bowl,subject_verb,7.010
punch,knock,subject_verb,5.160
punch,flavor,subject_verb,4.600
punch,hurt,subject_verb,3.780
punch,pull,subject_verb,3.560
punch,bowl,modified_noun,7.370
punch,kick,modified_noun,7.130
punch,pink,modified_noun,6.190
water,clean,adjective_predicates,8.990
water,cold,adjective_predicates,8.990
water,warm,adjective_predicates,8.750
water,clean,modifiers,9.890
water,hot,modifiers,9.420
water,cold,modifiers,9.100
water,fresh,modifiers,8.990
water,warm,modifiers,8.910
water,deep,modifiers,8.000
water,drink,object_verb,10.320
water,clean,object_verb,8.440
water,pour,object_verb,8.140
water,run,object_verb,7.940
water,treat,object_verb,7.620
water,watch,is_X,8.000
water,drink,is_X,7.530
water,body,is_X,7.120
water,right,X_is,8.630
water,break,verb_phrase,7.500
water,food,and_or,9.690
water,soap,and_or,7.820
water,wind,and_or,7.500
water,sand,and_or,7.480
water,river,possessor_of_x,9.130
water,earth,possessor_of_x,7.620
water,ocean,possessor_of_x,7.530
water,cool,subject_verb,7.000
water,run,subject_verb,6.870
water,pour,subject_verb,6.490
water,bottle,modified_noun,8.450
afternoon,sunny,adjective_predicates,7.400
afternoon,warm,adjective_predicates,7.130
afternoon,hot,adjective_predicates,6.140
afternoon,yesterday,modifiers,9.890
afternoon,sunny,modifiers,8.620
afternoon,tomorrow,modifiers,7.870
afternoon,lazy,modifiers,7.060
afternoon,rain,object_verb,5.320
afternoon,time,X_is,6.680
afternoon,talk,X_is,6.630
afternoon,lunch,X_is,6.380
afternoon,walk,verb_phrase,3.630
afternoon,morning,and_or,10.540
afternoon,evening,and_or,10.430
afternoon,night,and_or,6.490
afternoon,lady,and_or,6.110
afternoon,hour,and_or,5.840
afternoon,lunch,and_or,5.580
afternoon,summer,possessor_of_x,7.860
afternoon,winter,possessor_of_x,7.730
afternoon,watch,subject_verb,5.570
afternoon,nap,subject_verb,5.480
afternoon,walk,subject_verb,5.130
afternoon,tea,modified_noun,10.100
afternoon,nap,modified_noun,8.510
afternoon,sun,modified_noun,8.480
afternoon,snack,modified_noun,8.240
afternoon,break,modified_noun,6.220
bookcase,full,adjective_predicates,3.010
bookcase,sand,object_verb,3.760
bookcase,empty,object_verb,2.820
bookcase,wall,is_X,4.960
bookcase,left,is_X,4.110
bookcase,room,is_X,3.020
bookcase,library,is_X,2.960
bookcase,foot,X_is,2.410
bookcase,push,verb_phrase,7.750
bookcase,desk,and_or,7.290
bookcase,shelf,and_or,7.230
bookcase,book,possessor_of_x,1.910
bookcase,line,subject_verb,3.960
bookcase,book,subject_verb,3.400
bookcase,house,subject_verb,1.490
bookcase,fit,subject_verb,0.530
baseball,game,adjective_predicates,6.130
baseball,basketball,modifiers,7.530
baseball,soccer,modifiers,6.610
baseball,football,modifiers,6.580
baseball,little,modifiers,6.260
baseball,play,object_verb,6.840
baseball,throw,object_verb,5.370
baseball,talk,object_verb,4.650
baseball,hit,object_verb,4.520
baseball,watch,object_verb,4.480
baseball,love,object_verb,4.470
baseball,them,object_verb,4.370
baseball,sport,is_X,8.160
baseball,love,is_X,5.000
baseball,game,is_X,3.720
baseball,sport,X_is,9.450
baseball,game,X_is,7.470
baseball,king,X_is,5.040
baseball,love,X_is,4.900
baseball,throw,verb_phrase,3.950
baseball,basketball,and_or,10.690
baseball,football,and_or,10.240
baseball,soccer,and_or,9.790
baseball,tennis,and_or,7.910
baseball,golf,and_or,7.860
baseball,volleyball,and_or,7.670
baseball,boy,possessor_of_x,4.670
baseball,morning,possessor_of_x,4.280
baseball,a,possessor_of_x,3.760
baseball,park,possessor_of_x,3.700
baseball,man,possessor_of_x,3.450
baseball,school,possessor_of_x,1.690
baseball,woman,possessor_of_x,1.240
baseball,bat,subject_verb,5.610
baseball,field,subject_verb,5.370
baseball,bat,modified_noun,10.030
baseball,diamond,modified_noun,8.240
baseball,basketball,modified_noun,8.110
baseball,game,modified_noun,7.060
baseball,football,modified_noun,6.890
sink,deep,adjective_predicates,5.260
sink,full,adjective_predicates,4.730
sink,dirty,adjective_predicates,4.170
sink,clean,adjective_predicates,3.980
sink,kitchen,modifiers,9.690
sink,bathroom,modifiers,9.000
sink,shower,modifiers,6.680
sink,scrub,object_verb,5.650
sink,rinse,object_verb,5.220
sink,clean,object_verb,4.670
sink,ocean,is_X,9.200
sink,bathroom,is_X,7.310
sink,sea,is_X,6.090
sink,basin,X_is,8.390
sink,ocean,X_is,7.870
sink,bathtub,and_or,9.040
sink,shower,and_or,8.980
sink,swim,and_or,8.780
sink,stove,and_or,8.020
sink,refrigerator,and_or,7.930
sink,earth,possessor_of_x,3.450
sink,world,possessor_of_x,1.550
sink,person,possessor_of_x,0.650
sink,man,possessor_of_x,0.030
sink,rinse,subject_verb,5.380
sink,bowl,subject_verb,4.740
sink,scrub,subject_verb,4.430
sink,wash,subject_verb,4.370
sink,cool,subject_verb,3.370
sink,bathtub,modified_noun,7.570
sink,shower,modified_noun,6.770
sink,refrigerator,modified_noun,6.570
sink,microwave,modified_noun,6.520
pancake,yummy,adjective_predicates,6.460
pancake,golden,adjective_predicates,5.970
pancake,tasty,adjective_predicates,5.300
pancake,thin,adjective_predicates,4.250
pancake,warm,adjective_predicates,3.840
pancake,light,adjective_predicates,3.800
pancake,potato,modifiers,8.190
pancake,banana,modifiers,7.340
pancake,skinny,modifiers,7.320
pancake,cook,object_verb,6.150
pancake,eat,object_verb,5.490
pancake,top,object_verb,5.140
pancake,butter,object_verb,4.580
pancake,breakfast,is_X,6.790
pancake,dish,is_X,5.860
pancake,food,is_X,3.980
pancake,breakfast,X_is,8.210
pancake,cake,X_is,7.430
pancake,dish,X_is,5.920
pancake,brown,X_is,5.890
pancake,treat,X_is,5.860
pancake,hit,X_is,4.710
pancake,food,X_is,4.660
pancake,pour,verb_phrase,8.720
pancake,toast,and_or,9.080
pancake,muffin,and_or,8.810
pancake,egg,and_or,7.670
pancake,grandma,possessor_of_x,5.400
pancake,dad,possessor_of_x,3.270
pancake,mom,possessor_of_x,3.210
pancake,breakfast,subject_verb,7.040
pancake,top,subject_verb,5.100
pancake,cook,subject_verb,4.560
pancake,taste,subject_verb,4.540
pancake,dip,subject_verb,3.320
pancake,breakfast,modified_noun,9.390
pancake,toast,modified_noun,7.050
pancake,muffin,modified_noun,6.880
trunk,full,adjective_predicates,5.270
trunk,tree,modifiers,9.310
trunk,swim,modifiers,7.790
trunk,elephant,modifiers,6.490
trunk,swim,object_verb,6.670
trunk,pop,object_verb,6.520
trunk,bath,object_verb,5.730
trunk,tree,object_verb,5.730
trunk,tree,is_X,4.750
trunk,foot,X_is,5.740
trunk,line,X_is,3.970
trunk,pop,verb_phrase,10.210
trunk,break,verb_phrase,6.900
trunk,treat,and_or,9.520
trunk,root,and_or,8.010
trunk,stump,and_or,7.020
trunk,elephant,possessor_of_x,11.730
trunk,tree,possessor_of_x,10.170
trunk,car,possessor_of_x,7.980
trunk,swing,subject_verb,4.790
trunk,twist,subject_verb,4.350
trunk,sprout,subject_verb,4.250
hers,his,and_or,8.740
hers,her,and_or,8.350
hers,muscle,and_or,2.740
hers,star,and_or,0.180
hers,her,modifiers,4.270
hers,swing,modifiers,1.150
hers,swing,X_is,8.700
grape,sour,adjective_predicates,9.140
grape,purple,adjective_predicates,6.160
grape,sweet,adjective_predicates,5.290
grape,sour,modifiers,9.690
grape,pear,modifiers,6.780
grape,stomp,object_verb,6.910
grape,pick,object_verb,6.190
grape,peel,object_verb,5.750
grape,grow,object_verb,5.690
grape,dry,object_verb,5.590
grape,fruit,is_X,6.190
grape,snack,X_is,7.890
grape,fruit,X_is,7.610
grape,plant,X_is,5.450
grape,raisin,and_or,8.630
grape,strawberry,and_or,8.460
grape,pear,and_or,8.240
grape,plum,and_or,8.020
grape,apple,and_or,8.010
grape,stomp,subject_verb,7.030
grape,flavor,subject_verb,6.350
grape,grow,subject_verb,4.850
grape,leaf,subject_verb,4.390
grape,juice,modified_noun,9.130
grape,tomato,modified_noun,7.870
grape,jelly,modified_noun,7.840
strong,stay,modifiers,6.960
strong,stay,object_verb,2.730
strong,star,object_verb,2.510
strong,stand,object_verb,2.170
strong,finish,object_verb,1.090
strong,fit,object_verb,0.380
strong,they,is_X,9.040
strong,we,is_X,8.710
strong,he,is_X,8.080
strong,father,is_X,1.980
strong,skinny,X_is,11.590
strong,story,X_is,2.330
strong,hard,and_or,8.740
strong,buy,subject_verb,3.410
strong,chair,subject_verb,2.300
strong,beat,subject_verb,1.930
strong,bad,modified_noun,11.650
strong,sad,modified_noun,9.610
strong,mad,modified_noun,8.900
fifteen,seven,and_or,7.190
fifteen,first,and_or,1.930
fifteen,fly,object_verb,0.170
teacher,patient,adjective_predicates,6.850
teacher,school,modifiers,9.180
teacher,head,modifiers,8.050
teacher,train,object_verb,8.710
teacher,help,object_verb,7.610
teacher,mother,is_X,9.220
teacher,mom,is_X,8.090
teacher,father,is_X,8.030
teacher,sister,is_X,7.970
teacher,friend,is_X,7.290
teacher,one,X_is,7.290
teacher,woman,X_is,7.180
teacher,sit,verb_phrase,5.710
teacher,school,and_or,8.170
teacher,child,possessor_of_x,8.410
teacher,school,possessor_of_x,8.010
teacher,tomorrow,possessor_of_x,5.760
teacher,work,subject_verb,6.960
teacher,learn,subject_verb,6.640
wait,over,adjective_predicates,8.440
wait,long,adjective_predicates,6.580
wait,long,modifiers,6.820
wait,not,modifiers,6.440
wait,winter,is_X,5.220
wait,year,is_X,3.490
wait,line,is_X,3.210
wait,time,is_X,1.660
wait,over,X_is,8.760
wait,minute,X_is,6.680
wait,hour,X_is,5.310
wait,month,X_is,4.030
wait,day,X_is,3.100
wait,year,X_is,2.400
wait,time,X_is,1.240
wait,cut,verb_phrase,3.530
wait,watch,and_or,6.570
wait,listen,and_or,5.670
wait,hour,possessor_of_x,7.020
wait,minute,possessor_of_x,5.810
wait,day,possessor_of_x,3.970
wait,month,possessor_of_x,3.550
wait,family,possessor_of_x,1.650
wait,last,subject_verb,2.930
wait,suck,subject_verb,2.180
wait,time,modified_noun,5.440
box,full,adjective_predicates,8.190
box,empty,adjective_predicates,7.970
box,above,adjective_predicates,6.420
box,heavy,adjective_predicates,6.040
box,black,modifiers,7.920
box,nest,modifiers,7.440
box,open,object_verb,7.390
box,nest,object_verb,7.390
box,inside,is_X,7.090
box,bag,X_is,6.320
box,take,verb_phrase,7.950
box,bag,and_or,8.680
box,button,and_or,6.910
box,bottle,and_or,6.740
box,basket,and_or,6.740
box,plane,possessor_of_x,7.750
box,cat,possessor_of_x,7.090
box,pop,subject_verb,6.400
box,open,subject_verb,5.310
box,spring,modified_noun,7.440
box,lunch,modified_noun,7.170
box,turtle,modified_noun,7.100
box,top,modified_noun,6.470
box,store,modified_noun,6.350
boy,cute,adjective_predicates,6.980
boy,asleep,adjective_predicates,6.550
boy,sick,adjective_predicates,6.490
boy,shy,adjective_predicates,6.450
boy,little,adjective_predicates,6.440
boy,baby,modifiers,8.880
boy,little,modifiers,8.870
boy,old,modifiers,7.990
boy,year,modifiers,7.380
boy,bad,modifiers,7.340
boy,sweet,modifiers,6.920
boy,bear,object_verb,6.550
boy,dress,object_verb,5.830
boy,baby,is_X,8.750
boy,child,is_X,7.310
boy,story,is_X,7.300
boy,brother,X_is,7.330
boy,baby,X_is,7.030
boy,year,X_is,7.010
boy,girl,X_is,6.900
boy,girl,and_or,12.170
boy,man,and_or,8.980
boy,dog,and_or,6.080
boy,woman,and_or,6.040
boy,father,and_or,5.890
boy,mother,and_or,5.670
boy,mom,and_or,5.620
boy,child,and_or,5.600
boy,daddy,possessor_of_x,8.680
boy,mommy,possessor_of_x,8.000
boy,grandma,possessor_of_x,7.580
boy,love,subject_verb,7.100
boy,play,subject_verb,6.900
boy,wear,subject_verb,6.600
boy,grow,subject_verb,6.570
boy,sit,subject_verb,6.500
boy,walk,subject_verb,6.150
boy,pretend,subject_verb,6.080
boy,get,subject_verb,6.020
boy,basketball,modified_noun,6.550
boy,toy,modified_noun,6.220
great,good,adjective_predicates,0.070
great,melon,modifiers,7.470
great,the,modifiers,6.770
great,golf,object_verb,6.930
great,sport,object_verb,4.400
great,look,object_verb,4.220
great,box,object_verb,4.210
great,sound,object_verb,3.970
great,small,and_or,8.900
great,circle,possessor_of_x,7.700
great,golf,possessor_of_x,7.610
great,sport,possessor_of_x,7.380
great,baseball,possessor_of_x,7.380
great,football,possessor_of_x,6.870
great,game,possessor_of_x,6.160
great,read,subject_verb,5.640
great,walk,subject_verb,4.690
great,wall,modified_noun,7.830
great,basin,modified_noun,7.530
tortoise,sick,adjective_predicates,2.470
tortoise,slow,adjective_predicates,2.350
tortoise,alive,adjective_predicates,0.900
tortoise,desert,modifiers,8.460
tortoise,foot,object_verb,4.580
tortoise,pet,object_verb,3.730
tortoise,animal,is_X,4.490
tortoise,pet,X_is,7.290
tortoise,animal,X_is,4.850
tortoise,hare,and_or,10.640
tortoise,turtle,and_or,9.050
tortoise,lizard,and_or,8.250
tortoise,snake,and_or,7.490
tortoise,woodpecker,and_or,6.810
tortoise,zoo,possessor_of_x,4.770
tortoise,world,possessor_of_x,0.690
tortoise,dig,subject_verb,3.730
tortoise,beetle,modified_noun,6.440
tortoise,lizard,modified_noun,5.930
pickle,sour,adjective_predicates,7.250
pickle,tasty,adjective_predicates,5.700
pickle,fresh,adjective_predicates,2.020
pickle,crunchy,modifiers,8.970
pickle,cucumber,modifiers,7.090
pickle,butter,modifiers,6.880
pickle,refrigerator,modifiers,6.820
pickle,tickle,object_verb,6.600
pickle,jar,object_verb,5.510
pickle,flavor,object_verb,4.960
pickle,food,is_X,4.360
pickle,cucumber,X_is,11.320
pickle,food,X_is,3.830
pickle,fun,X_is,1.120
pickle,give,verb_phrase,2.400
pickle,jelly,and_or,7.830
pickle,taste,subject_verb,3.380
pickle,stay,subject_verb,0.720
pickle,jar,modified_noun,7.680
pickle,juice,modified_noun,6.030
Tuesday,last,adjective_predicates,7.210
Tuesday,tomorrow,modifiers,6.900
Tuesday,fat,modifiers,6.710
Tuesday,say,object_verb,6.580
Tuesday,hour,is_X,9.830
Tuesday,day,is_X,7.790
Tuesday,day,X_is,8.830
Tuesday,night,X_is,8.130
Tuesday,birthday,X_is,6.880
Tuesday,month,possessor_of_x,4.660
Tuesday,sentence,subject_verb,5.510
Tuesday,morning,modified_noun,9.610
Tuesday,evening,modified_noun,9.520
Tuesday,night,modified_noun,9.390
bow,cute,adjective_predicates,4.340
bow,heavy,adjective_predicates,3.910
bow,sharp,adjective_predicates,3.430
bow,beautiful,adjective_predicates,3.350
bow,quiet,adjective_predicates,3.050
bow,light,adjective_predicates,2.720
bow,broken,modifiers,7.550
bow,violin,modifiers,7.220
bow,pink,modifiers,6.490
bow,tie,object_verb,6.250
bow,draw,object_verb,5.290
bow,arm,is_X,6.900
bow,hand,is_X,4.710
bow,touch,X_is,6.460
bow,right,X_is,5.490
bow,foot,X_is,3.650
bow,boat,possessor_of_x,8.400
bow,ship,possessor_of_x,7.860
bow,violin,possessor_of_x,7.410
bow,tie,subject_verb,5.940
bow,leg,subject_verb,4.890
bow,dip,subject_verb,4.490
bow,tie,modified_noun,9.050
mommy,mad,adjective_predicates,6.050
mommy,sick,adjective_predicates,5.330
mommy,tired,adjective_predicates,4.830
mommy,sad,adjective_predicates,4.610
mommy,happy,adjective_predicates,3.150
mommy,beautiful,adjective_predicates,1.900
mommy,daddy,modifiers,6.920
mommy,cry,modifiers,5.380
mommy,look,modifiers,5.280
mommy,cry,object_verb,4.330
mommy,hug,object_verb,3.120
mommy,hurt,object_verb,3.100
mommy,kiss,object_verb,2.780
mommy,wake,object_verb,2.710
mommy,woman,is_X,1.560
mommy,today,is_X,0.700
mommy,nurse,X_is,5.460
mommy,home,X_is,0.550
mommy,daddy,and_or,12.390
mommy,me,and_or,7.120
mommy,grandma,and_or,5.730
mommy,baby,and_or,5.530
mommy,daddy,possessor_of_x,5.120
mommy,baby,possessor_of_x,2.340
mommy,girl,possessor_of_x,1.000
mommy,cook,subject_verb,4.690
mommy,kiss,subject_verb,4.480
mommy,cry,subject_verb,4.030
mommy,love,subject_verb,3.950
mommy,hug,subject_verb,3.900
mommy,daddy,modified_noun,8.390
hamster,cute,adjective_predicates,5.020
hamster,cool,adjective_predicates,2.040
hamster,pig,modifiers,6.490
hamster,rabbit,modifiers,6.330
hamster,dance,object_verb,2.930
hamster,feed,object_verb,2.630
hamster,bite,object_verb,1.960
hamster,pet,is_X,6.570
hamster,mother,is_X,4.720
hamster,pet,X_is,7.700
hamster,animal,X_is,4.850
hamster,rabbit,and_or,8.070
hamster,pig,and_or,8.030
hamster,rat,and_or,7.860
hamster,mouse,and_or,6.970
hamster,sister,possessor_of_x,2.870
hamster,feed,subject_verb,2.390
hamster,eat,subject_verb,2.240
hamster,sleep,subject_verb,2.040
hamster,make,subject_verb,1.080
hamster,wheel,modified_noun,7.090
hamster,rabbit,modified_noun,6.030
smoke,black,modifiers,6.940
smoke,smell,object_verb,9.020
smoke,blow,object_verb,8.360
smoke,rest,is_X,6.300
smoke,fire,is_X,5.470
smoke,hospital,is_X,5.200
smoke,fire,X_is,6.520
smoke,suck,verb_phrase,9.260
smoke,fire,and_or,8.570
smoke,mirror,and_or,7.990
smoke,purple,possessor_of_x,10.320
smoke,fire,possessor_of_x,8.050
smoke,people,possessor_of_x,1.820
smoke,father,possessor_of_x,0.370
smoke,pour,subject_verb,7.590
pick,me,adjective_predicates,7.810
pick,top,adjective_predicates,4.280
pick,fresh,adjective_predicates,2.850
pick,quick,adjective_predicates,2.540
pick,last,adjective_predicates,2.160
pick,round,modifiers,8.800
pick,guitar,modifiers,7.300
pick,top,modifiers,7.230
pick,throw,object_verb,4.820
pick,swing,object_verb,3.870
pick,green,X_is,6.000
pick,come,verb_phrase,3.360
pick,shovel,and_or,10.020
pick,hammer,and_or,6.520
pick,captain,possessor_of_x,8.180
pick,yesterday,possessor_of_x,7.020
pick,love,possessor_of_x,6.870
pick,stick,subject_verb,3.880
pick,tear,subject_verb,2.820
pick,up,modified_noun,8.280
pick,shovel,modified_noun,7.450
pick,strawberry,modified_noun,6.680
pick,necklace,modified_noun,6.320
pick,me,modified_noun,6.260
popcorn,fresh,adjective_predicates,3.120
popcorn,warm,adjective_predicates,2.070
popcorn,low,adjective_predicates,1.350
popcorn,bad,adjective_predicates,0.440
popcorn,microwave,modifiers,8.130
popcorn,pizza,modifiers,7.480
popcorn,pretzel,modifiers,6.850
popcorn,candy,modifiers,6.540
popcorn,pop,object_verb,9.250
popcorn,butter,object_verb,8.820
popcorn,flavor,object_verb,7.970
popcorn,microwave,object_verb,6.600
popcorn,grab,object_verb,5.780
popcorn,eat,object_verb,5.540
popcorn,spill,object_verb,4.730
popcorn,snack,is_X,9.000
popcorn,food,is_X,3.070
popcorn,snack,X_is,11.090
popcorn,treat,X_is,5.050
popcorn,food,X_is,4.300
popcorn,hit,X_is,4.240
popcorn,fun,X_is,2.110
popcorn,give,verb_phrase,2.380
popcorn,candy,and_or,9.170
popcorn,soda,and_or,8.760
popcorn,pretzel,and_or,8.350
popcorn,pizza,and_or,8.290
popcorn,pop,and_or,7.980
popcorn,pop,subject_verb,6.300
popcorn,bowl,subject_verb,5.400
popcorn,taste,subject_verb,3.420
popcorn,smell,subject_verb,3.160
popcorn,get,subject_verb,1.230
popcorn,fly,subject_verb,0.940
popcorn,pop,modified_noun,7.280
popcorn,candy,modified_noun,7.220
popcorn,soda,modified_noun,6.740
popcorn,cookie,modified_noun,6.600
popcorn,pretzel,modified_noun,6.520
bob,brown,adjective_predicates,5.100
bob,funny,adjective_predicates,3.710
bob,right,adjective_predicates,3.400
bob,uncle,modifiers,8.230
bob,hair,is_X,5.590
bob,uncle,X_is,10.840
bob,chair,X_is,6.640
bob,show,verb_phrase,1.890
bob,weave,and_or,6.280
bob,brown,modified_noun,7.590
head,first,adjective_predicates,8.860
head,full,adjective_predicates,7.360
head,tall,adjective_predicates,7.340
head,high,adjective_predicates,6.850
head,white,adjective_predicates,6.480
head,heavy,adjective_predicates,6.470
head,shower,modifiers,7.200
head,shake,object_verb,11.150
head,nod,object_verb,8.890
head,bow,object_verb,8.680
head,lift,object_verb,8.110
head,talk,object_verb,7.900
head,stick,object_verb,7.780
head,rest,object_verb,7.640
head,queen,is_X,7.610
head,man,is_X,7.410
head,king,is_X,7.340
head,father,is_X,7.180
head,hat,X_is,7.230
head,mountain,X_is,7.110
head,brown,X_is,6.940
head,animal,X_is,6.830
head,cut,verb_phrase,9.260
head,break,verb_phrase,7.580
head,neck,and_or,9.650
head,shoulder,and_or,8.520
head,heart,and_or,8.060
head,tail,and_or,7.800
head,face,and_or,7.790
head,body,and_or,7.600
head,arm,and_or,7.230
head,hand,and_or,7.140
head,eye,and_or,7.030
head,baby,possessor_of_x,9.260
head,horse,possessor_of_x,8.150
head,pig,possessor_of_x,8.090
head,lion,possessor_of_x,7.980
head,dog,possessor_of_x,7.400
head,man,possessor_of_x,7.330
head,bow,subject_verb,8.220
head,rest,subject_verb,7.630
head,bob,subject_verb,7.290
head,snap,subject_verb,7.220
head,hurt,subject_verb,6.850
head,start,modified_noun,10.020
head,teacher,modified_noun,8.050
head,neck,modified_noun,7.540
head,count,modified_noun,6.850
pillow,soft,adjective_predicates,6.120
pillow,top,adjective_predicates,5.730
pillow,wet,adjective_predicates,5.410
pillow,throw,modifiers,9.570
pillow,blanket,modifiers,8.490
pillow,feather,modifiers,7.720
pillow,neck,modifiers,7.230
pillow,hug,object_verb,6.770
pillow,hump,object_verb,6.760
pillow,jump,object_verb,5.990
pillow,punch,object_verb,5.820
pillow,backpack,is_X,8.950
pillow,bed,X_is,6.700
pillow,touch,X_is,6.310
pillow,hit,X_is,4.220
pillow,gift,X_is,3.390
